rock_type,abbrev,岩石属性,density,density_unit,det_den,vp,dvp,vs,dvs,pressure,pressure_unit,temperature,felsic_or_mafic,rock_facies,sio2_wt,source,method
Grandiorite Gneiss,,,2.692,g/cm3,,6.460,,,,0.200,GPa,25,felsic,amphibolite,68.900,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Grandiorite Gneiss,,,2.692,g/cm3,,6.530,,,,0.400,GPa,25,felsic,amphibolite,68.900,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Grandiorite Gneiss,,,2.692,g/cm3,,6.560,,,,0.600,GPa,25,felsic,amphibolite,68.900,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite Gneiss,,,2.721,g/cm3,,6.280,,,,0.100,GPa,25,felsic,amphibolite,68.010,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite Gneiss,,,2.721,g/cm3,,6.400,,,,0.200,GPa,25,felsic,amphibolite,68.010,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite Gneiss,,,2.721,g/cm3,,6.470,,,,0.400,GPa,25,felsic,amphibolite,68.010,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite Gneiss,,,2.721,g/cm3,,6.500,,,,0.600,GPa,25,felsic,amphibolite,68.010,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metabasalt,,,3.133,g/cm3,,7.010,,4.020,,0.100,GPa,25,mafic,amphibolite,45.170,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metabasalt,,,3.133,g/cm3,,7.140,,4.030,,0.200,GPa,25,mafic,amphibolite,45.170,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metabasalt,,,3.133,g/cm3,,7.240,,4.080,,0.400,GPa,25,mafic,amphibolite,45.170,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metabasalt,,,3.133,g/cm3,,7.280,,4.160,,0.600,GPa,25,mafic,amphibolite,45.170,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Pyroxenite,,,3.224,g/cm3,,7.560,,,,0.100,GPa,25,,,47.250,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Pyroxenite,,,3.224,g/cm3,,7.650,,,,0.200,GPa,25,,,47.250,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Pyroxenite,,,3.224,g/cm3,,7.710,,,,0.400,GPa,25,,,47.250,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Pyroxenite,,,3.224,g/cm3,,7.750,,,,0.600,GPa,25,,,47.250,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metagraywacke,,,2.690,g/cm3,,6.270,,3.560,,0.100,GPa,25,,,66.150,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metagraywacke,,,2.690,g/cm3,,6.340,,3.610,,0.200,GPa,25,,,66.150,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metagraywacke,,,2.690,g/cm3,,6.390,,3.640,,0.400,GPa,25,,,66.150,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metagraywacke,,,2.690,g/cm3,,6.420,,3.710,,0.600,GPa,25,,,66.150,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metadacite,,,2.717,g/cm3,,6.160,,,,0.100,GPa,25,felsic,greenschist,67.920,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metadacite,,,2.717,g/cm3,,6.250,,,,0.200,GPa,25,felsic,greenschist,67.920,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metadacite,,,2.717,g/cm3,,6.310,,,,0.400,GPa,25,felsic,greenschist,67.920,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metadacite,,,2.717,g/cm3,,6.360,,,,0.600,GPa,25,felsic,greenschist,67.920,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metaandesite (16.5 Chlorite),,,2.741,g/cm3,,6.420,,,,0.100,GPa,25,intermediate,greenschist,60.400,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metaandesite (16.5 Chlorite),,,2.741,g/cm3,,6.510,,,,0.200,GPa,25,intermediate,greenschist,60.400,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metaandesite (16.5 Chlorite),,,2.741,g/cm3,,6.580,,,,0.400,GPa,25,intermediate,greenschist,60.400,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Metaandesite (16.5 Chlorite),,,2.741,g/cm3,,6.620,,,,0.600,GPa,25,intermediate,greenschist,60.400,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite Gneiss (fs+qtz+cte),,,2.692,g/cm3,,6.290,,,,0.100,GPa,25,felsic,greenschist,68.940,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite Gneiss (fs+qtz+cte),,,2.692,g/cm3,,6.370,,,,0.200,GPa,25,felsic,greenschist,68.940,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite Gneiss (fs+qtz+cte),,,2.692,g/cm3,,6.420,,,,0.400,GPa,25,felsic,greenschist,68.940,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite Gneiss (fs+qtz+cte),,,2.692,g/cm3,,6.470,,,,0.600,GPa,25,felsic,greenschist,68.940,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite,,,2.654,g/cm3,,6.250,,,,0.100,GPa,25,felsic,amphibolite,77.840,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite,,,2.654,g/cm3,,6.370,,,,0.200,GPa,25,felsic,amphibolite,77.840,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite,,,2.654,g/cm3,,6.440,,,,0.400,GPa,25,felsic,amphibolite,77.840,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Tonalite,,,2.654,g/cm3,,6.480,,,,0.600,GPa,25,felsic,amphibolite,77.840,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Bi-pl-qtz Gneiss,,,2.688,g/cm3,,6.290,,,,0.100,GPa,25,felsic,amphibolite,70.250,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Bi-pl-qtz Gneiss,,,2.688,g/cm3,,6.410,,,,0.200,GPa,25,felsic,amphibolite,70.250,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Bi-pl-qtz Gneiss,,,2.688,g/cm3,,6.490,,,,0.400,GPa,25,felsic,amphibolite,70.250,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Bi-pl-qtz Gneiss,,,2.688,g/cm3,,6.540,,,,0.600,GPa,25,felsic,amphibolite,70.250,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Bi-pl-qtz Gneiss,,,2.660,g/cm3,,6.280,,,,0.100,GPa,25,felsic,amphibolite,70.730,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Bi-pl-qtz Gneiss,,,2.660,g/cm3,,6.410,,,,0.200,GPa,25,felsic,amphibolite,70.730,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Bi-pl-qtz Gneiss,,,2.660,g/cm3,,6.480,,,,0.400,GPa,25,felsic,amphibolite,70.730,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Bi-pl-qtz Gneiss,,,2.660,g/cm3,,6.530,,,,0.600,GPa,25,felsic,amphibolite,70.730,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Amphibolite (xenolith),,,3.213,g/cm3,,7.230,,3.940,,0.100,GPa,25,,,42.920,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Amphibolite (xenolith),,,3.213,g/cm3,,7.280,,3.970,,0.200,GPa,25,,,42.920,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Amphibolite (xenolith),,,3.213,g/cm3,,7.320,,4.010,,0.400,GPa,25,,,42.920,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Amphibolite (xenolith),,,3.213,g/cm3,,7.360,,4.110,,0.600,GPa,25,,,42.920,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Quartz Diorite Gneiss,,,2.692,g/cm3,,6.350,,3.610,,0.100,GPa,25,felsic,amphibolite,71.650,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Quartz Diorite Gneiss,,,2.692,g/cm3,,6.430,,3.650,,0.200,GPa,25,felsic,amphibolite,71.650,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Quartz Diorite Gneiss,,,2.692,g/cm3,,6.490,,3.700,,0.400,GPa,25,felsic,amphibolite,71.650,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Quartz Diorite Gneiss,,,2.692,g/cm3,,6.540,,3.770,,0.600,GPa,25,felsic,amphibolite,71.650,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Hb-porphyritic Augen Gneiss,,,2.689,g/cm3,,6.370,,,,0.100,GPa,25,felsic,amphibolite,65.060,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Hb-porphyritic Augen Gneiss,,,2.689,g/cm3,,6.470,,,,0.200,GPa,25,felsic,amphibolite,65.060,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Hb-porphyritic Augen Gneiss,,,2.689,g/cm3,,6.540,,,,0.400,GPa,25,felsic,amphibolite,65.060,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Hb-porphyritic Augen Gneiss,,,2.689,g/cm3,,6.590,,,,0.600,GPa,25,felsic,amphibolite,65.060,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Hb-bi-pl-qtz Tonalite Gneiss,,,2.715,g/cm3,,6.280,,3.540,,0.100,GPa,25,felsic,amphibolite,65.680,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Hb-bi-pl-qtz Tonalite Gneiss,,,2.715,g/cm3,,6.440,,3.590,,0.200,GPa,25,felsic,amphibolite,65.680,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Hb-bi-pl-qtz Tonalite Gneiss,,,2.715,g/cm3,,6.580,,3.640,,0.400,GPa,25,felsic,amphibolite,65.680,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Hb-bi-pl-qtz Tonalite Gneiss,,,2.715,g/cm3,,6.630,,3.760,,0.600,GPa,25,felsic,amphibolite,65.680,Fountain et al 1990            Salisbury&Fountain 1994,compiled_518_strict
Pl-hb Gneiss,,,3.062,g/cm3,,6.650,,,,0.100,GPa,25,mafic,granulite,47.360,Burke&Fountain 1990,compiled_518_strict
Pl-hb Gneiss,,,3.062,g/cm3,,6.880,,,,0.200,GPa,25,mafic,granulite,47.360,Burke&Fountain 1990,compiled_518_strict
Pl-hb Gneiss,,,3.062,g/cm3,,6.980,,,,0.300,GPa,25,mafic,granulite,47.360,Burke&Fountain 1990,compiled_518_strict
Pl-hb Gneiss,,,3.062,g/cm3,,7.040,,,,0.400,GPa,25,mafic,granulite,47.360,Burke&Fountain 1990,compiled_518_strict
Pl-hb Gneiss,,,3.062,g/cm3,,7.080,,,,0.500,GPa,25,mafic,granulite,47.360,Burke&Fountain 1990,compiled_518_strict
Pl-hb Gneiss,,,3.062,g/cm3,,7.120,,,,0.600,GPa,25,mafic,granulite,47.360,Burke&Fountain 1990,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.092,,,,0.100,GPa,25,ultramafic,,42.650,Burke&Fountain 1990,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.224,,,,0.200,GPa,25,ultramafic,,42.650,Burke&Fountain 1990,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.312,,,,0.300,GPa,25,ultramafic,,42.650,Burke&Fountain 1990,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.346,,,,0.400,GPa,25,ultramafic,,42.650,Burke&Fountain 1990,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.396,,,,0.500,GPa,25,ultramafic,,42.650,Burke&Fountain 1990,compiled_518_strict
Phlogopite Peridotite,,,3.235,g/cm3,,8.422,,,,0.600,GPa,25,ultramafic,,42.650,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.067,g/cm3,,6.840,,,,0.100,GPa,25,mafic,granulite,46.750,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.067,g/cm3,,7.110,,,,0.200,GPa,25,mafic,granulite,46.750,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.067,g/cm3,,7.230,,,,0.300,GPa,25,mafic,granulite,46.750,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.067,g/cm3,,7.300,,,,0.400,GPa,25,mafic,granulite,46.750,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.067,g/cm3,,7.350,,,,0.500,GPa,25,mafic,granulite,46.750,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.067,g/cm3,,7.380,,,,0.600,GPa,25,mafic,granulite,46.750,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,3.108,g/cm3,,6.980,,,,0.100,GPa,25,pelitic,granulite,52.470,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,3.108,g/cm3,,7.120,,,,0.200,GPa,25,pelitic,granulite,52.470,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,3.108,g/cm3,,7.210,,,,0.300,GPa,25,pelitic,granulite,52.470,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,3.108,g/cm3,,7.270,,,,0.400,GPa,25,pelitic,granulite,52.470,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,3.108,g/cm3,,7.310,,,,0.500,GPa,25,pelitic,granulite,52.470,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,3.108,g/cm3,,7.350,,,,0.600,GPa,25,pelitic,granulite,52.470,Burke&Fountain 1990,compiled_518_strict
Metagabbro (lower Layer),,,2.790,g/cm3,,6.370,,,,0.100,GPa,25,mafic,granulite,48.680,Burke&Fountain 1990,compiled_518_strict
Metagabbro (lower Layer),,,2.790,g/cm3,,6.570,,,,0.200,GPa,25,mafic,granulite,48.680,Burke&Fountain 1990,compiled_518_strict
Metagabbro (lower Layer),,,2.790,g/cm3,,6.660,,,,0.300,GPa,25,mafic,granulite,48.680,Burke&Fountain 1990,compiled_518_strict
Metagabbro (lower Layer),,,2.790,g/cm3,,6.720,,,,0.400,GPa,25,mafic,granulite,48.680,Burke&Fountain 1990,compiled_518_strict
Metagabbro (lower Layer),,,2.790,g/cm3,,6.750,,,,0.500,GPa,25,mafic,granulite,48.680,Burke&Fountain 1990,compiled_518_strict
Metagabbro (lower Layer),,,2.790,g/cm3,,6.780,,,,0.600,GPa,25,mafic,granulite,48.680,Burke&Fountain 1990,compiled_518_strict
Metagabbro (upper Layer),,,2.942,g/cm3,,6.430,,,,0.100,GPa,25,mafic,granulite,47.300,Burke&Fountain 1990,compiled_518_strict
Metagabbro (upper Layer),,,2.942,g/cm3,,6.670,,,,0.200,GPa,25,mafic,granulite,47.300,Burke&Fountain 1990,compiled_518_strict
Metagabbro (upper Layer),,,2.942,g/cm3,,6.810,,,,0.300,GPa,25,mafic,granulite,47.300,Burke&Fountain 1990,compiled_518_strict
Metagabbro (upper Layer),,,2.942,g/cm3,,6.910,,,,0.400,GPa,25,mafic,granulite,47.300,Burke&Fountain 1990,compiled_518_strict
Metagabbro (upper Layer),,,2.942,g/cm3,,6.980,,,,0.500,GPa,25,mafic,granulite,47.300,Burke&Fountain 1990,compiled_518_strict
Metagabbro (upper Layer),,,2.942,g/cm3,,7.030,,,,0.600,GPa,25,mafic,granulite,47.300,Burke&Fountain 1990,compiled_518_strict
Metagabbro (main),,,2.916,g/cm3,,6.610,,,,0.100,GPa,25,mafic,granulite,46.270,Burke&Fountain 1990,compiled_518_strict
Metagabbro (main),,,2.916,g/cm3,,6.790,,,,0.200,GPa,25,mafic,granulite,46.270,Burke&Fountain 1990,compiled_518_strict
Metagabbro (main),,,2.916,g/cm3,,6.850,,,,0.300,GPa,25,mafic,granulite,46.270,Burke&Fountain 1990,compiled_518_strict
Metagabbro (main),,,2.916,g/cm3,,6.920,,,,0.400,GPa,25,mafic,granulite,46.270,Burke&Fountain 1990,compiled_518_strict
Metagabbro (main),,,2.916,g/cm3,,6.950,,,,0.500,GPa,25,mafic,granulite,46.270,Burke&Fountain 1990,compiled_518_strict
Metagabbro (main),,,2.916,g/cm3,,6.980,,,,0.600,GPa,25,mafic,granulite,46.270,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.741,g/cm3,,6.030,,,,0.100,GPa,25,pelitic,amphibolite,67.400,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.741,g/cm3,,6.150,,,,0.200,GPa,25,pelitic,amphibolite,67.400,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.741,g/cm3,,6.230,,,,0.300,GPa,25,pelitic,amphibolite,67.400,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.741,g/cm3,,6.300,,,,0.400,GPa,25,pelitic,amphibolite,67.400,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.741,g/cm3,,6.350,,,,0.500,GPa,25,pelitic,amphibolite,67.400,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.741,g/cm3,,6.400,,,,0.600,GPa,25,pelitic,amphibolite,67.400,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.190,,,,0.100,GPa,25,,,43.090,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.320,,,,0.200,GPa,25,,,43.090,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.390,,,,0.300,GPa,25,,,43.090,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.440,,,,0.400,GPa,25,,,43.090,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.480,,,,0.500,GPa,25,,,43.090,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.077,g/cm3,,7.510,,,,0.600,GPa,25,,,43.090,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.080,g/cm3,,7.150,,,,0.100,GPa,25,mafic,granulite,45.200,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.080,g/cm3,,7.280,,,,0.200,GPa,25,mafic,granulite,45.200,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.080,g/cm3,,7.360,,,,0.300,GPa,25,mafic,granulite,45.200,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.080,g/cm3,,7.400,,,,0.400,GPa,25,mafic,granulite,45.200,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.080,g/cm3,,7.430,,,,0.500,GPa,25,mafic,granulite,45.200,Burke&Fountain 1990,compiled_518_strict
Mafic Granofels,,,3.080,g/cm3,,7.450,,,,0.600,GPa,25,mafic,granulite,45.200,Burke&Fountain 1990,compiled_518_strict
Amphibolite,,,3.062,g/cm3,,6.170,,,,0.100,GPa,25,mafic,amphibolite,47.860,Burke&Fountain 1990,compiled_518_strict
Amphibolite,,,3.062,g/cm3,,6.800,,,,0.200,GPa,25,mafic,amphibolite,47.860,Burke&Fountain 1990,compiled_518_strict
Amphibolite,,,3.062,g/cm3,,6.980,,,,0.300,GPa,25,mafic,amphibolite,47.860,Burke&Fountain 1990,compiled_518_strict
Amphibolite,,,3.062,g/cm3,,7.100,,,,0.400,GPa,25,mafic,amphibolite,47.860,Burke&Fountain 1990,compiled_518_strict
Amphibolite,,,3.062,g/cm3,,7.170,,,,0.500,GPa,25,mafic,amphibolite,47.860,Burke&Fountain 1990,compiled_518_strict
Amphibolite,,,3.062,g/cm3,,7.230,,,,0.600,GPa,25,mafic,amphibolite,47.860,Burke&Fountain 1990,compiled_518_strict
Metagabbro,,,2.910,g/cm3,,6.960,,,,0.100,GPa,25,mafic,granulite,46.120,Burke&Fountain 1990,compiled_518_strict
Metagabbro,,,2.910,g/cm3,,7.110,,,,0.200,GPa,25,mafic,granulite,46.120,Burke&Fountain 1990,compiled_518_strict
Metagabbro,,,2.910,g/cm3,,7.180,,,,0.300,GPa,25,mafic,granulite,46.120,Burke&Fountain 1990,compiled_518_strict
Metagabbro,,,2.910,g/cm3,,7.230,,,,0.400,GPa,25,mafic,granulite,46.120,Burke&Fountain 1990,compiled_518_strict
Metagabbro,,,2.910,g/cm3,,7.260,,,,0.500,GPa,25,mafic,granulite,46.120,Burke&Fountain 1990,compiled_518_strict
Metagabbro,,,2.910,g/cm3,,7.290,,,,0.600,GPa,25,mafic,granulite,46.120,Burke&Fountain 1990,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.190,,,,0.100,GPa,25,,,40.530,Burke&Fountain 1990,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.430,,,,0.200,GPa,25,,,40.530,Burke&Fountain 1990,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.560,,,,0.300,GPa,25,,,40.530,Burke&Fountain 1990,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.630,,,,0.400,GPa,25,,,40.530,Burke&Fountain 1990,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.690,,,,0.500,GPa,25,,,40.530,Burke&Fountain 1990,compiled_518_strict
Hornblendite,,,3.233,g/cm3,,7.730,,,,0.600,GPa,25,,,40.530,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.047,g/cm3,,6.810,,,,0.100,GPa,25,mafic,granulite,43.880,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.047,g/cm3,,7.190,,,,0.200,GPa,25,mafic,granulite,43.880,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.047,g/cm3,,7.330,,,,0.300,GPa,25,mafic,granulite,43.880,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.047,g/cm3,,7.410,,,,0.400,GPa,25,mafic,granulite,43.880,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.047,g/cm3,,7.460,,,,0.500,GPa,25,mafic,granulite,43.880,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.047,g/cm3,,7.500,,,,0.600,GPa,25,mafic,granulite,43.880,Burke&Fountain 1990,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,5.740,,,,0.100,GPa,25,pelitic,amphibolite,69.880,Burke&Fountain 1990,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,5.970,,,,0.200,GPa,25,pelitic,amphibolite,69.880,Burke&Fountain 1990,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,6.080,,,,0.300,GPa,25,pelitic,amphibolite,69.880,Burke&Fountain 1990,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,6.160,,,,0.400,GPa,25,pelitic,amphibolite,69.880,Burke&Fountain 1990,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,6.220,,,,0.500,GPa,25,pelitic,amphibolite,69.880,Burke&Fountain 1990,compiled_518_strict
Kinzigite,,,2.725,g/cm3,,6.280,,,,0.600,GPa,25,pelitic,amphibolite,69.880,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.752,g/cm3,,6.220,,,,0.100,GPa,25,pelitic,amphibolite,62.560,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.752,g/cm3,,6.340,,,,0.200,GPa,25,pelitic,amphibolite,62.560,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.752,g/cm3,,6.410,,,,0.300,GPa,25,pelitic,amphibolite,62.560,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.752,g/cm3,,6.460,,,,0.400,GPa,25,pelitic,amphibolite,62.560,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.752,g/cm3,,6.500,,,,0.500,GPa,25,pelitic,amphibolite,62.560,Burke&Fountain 1990,compiled_518_strict
Paragneiss,,,2.752,g/cm3,,6.530,,,,0.600,GPa,25,pelitic,amphibolite,62.560,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.600,,,,0.100,GPa,25,,,59.990,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.740,,,,0.200,GPa,25,,,59.990,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.820,,,,0.300,GPa,25,,,59.990,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.870,,,,0.400,GPa,25,,,59.990,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.920,,,,0.500,GPa,25,,,59.990,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.954,g/cm3,,6.950,,,,0.600,GPa,25,,,59.990,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.997,g/cm3,,6.840,,,,0.100,GPa,25,pelitic,granulite,50.710,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.997,g/cm3,,7.170,,,,0.200,GPa,25,pelitic,granulite,50.710,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.997,g/cm3,,7.340,,,,0.300,GPa,25,pelitic,granulite,50.710,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.997,g/cm3,,7.460,,,,0.400,GPa,25,pelitic,granulite,50.710,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.997,g/cm3,,7.550,,,,0.500,GPa,25,pelitic,granulite,50.710,Burke&Fountain 1990,compiled_518_strict
Stronalite,,,2.997,g/cm3,,7.600,,,,0.600,GPa,25,pelitic,granulite,50.710,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.085,g/cm3,,6.820,,,,0.100,GPa,25,mafic,granulite,46.830,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.085,g/cm3,,7.090,,,,0.200,GPa,25,mafic,granulite,46.830,Burke&Fountain 1990,compiled_518_strict
Pyriclasite,,,3.085,g/cm3,,7.240,,,,0.300,GPa,25,mafic,granulite,46.830,Burke&Fountain 1990,compiled_518_strict
